EXPeriment = CERN-LEP-OPAL                                                 
sqrt(s)    = 91.2 GeV
Author     = Akers et al 
REFerence  = 1994 Zeit. Phys.  C63, 181



      p(GeV/c)           1/sig(h) dsig/dp      errors
    min      max                           stat.    sys.
1 32
0.227    0.239            9.89         0.07     0.29    
0.239    0.251            9.98         0.07     0.29    
0.251    0.263           10.37         0.07     0.31    
0.263    0.276           10.38         0.07     0.31    
0.276    0.290           10.42         0.07     0.31    
0.290    0.305           10.40         0.07     0.31    
0.305    0.320           10.53         0.06     0.31    
0.320    0.336           10.66         0.06     0.31    
0.336    0.353           10.53         0.06     0.31    
0.353    0.371           10.56         0.06     0.31    
0.371    0.390           10.46         0.06     0.31    
0.390    0.410           10.23         0.06     0.30    
0.410    0.431           10.29         0.06     0.30    
0.431    0.453           10.02         0.05     0.29    
0.453    0.476            9.83         0.05     0.29    
0.476    0.500            9.62         0.05     0.28    
0.500    0.525            9.46         0.05     0.28    
0.525    0.552            9.23         0.05     0.27    
0.552    0.580            9.05         0.05     0.26    
0.580    0.610            8.71         0.04     0.25    
0.610    0.641            8.40         0.04     0.25    
0.641    0.673            8.12         0.04     0.24    
0.673    0.708            7.87         0.04     0.23    
0.708    0.744            7.50         0.04     0.22    
0.744    0.782            7.26         0.03     0.21    
0.782    0.822            6.95         0.03     0.20      
0.822    0.864            6.56         0.04     0.20      
2.02     2.12             2.374        0.031    0.209    
2.12     2.23             2.264        0.013    0.079    
2.23     2.34             2.103        0.018    0.036    
2.34     2.46             1.944        0.010    0.027    
2.59     2.72             1.672        0.009    0.024    
2.72     2.86             1.550        0.013    0.024    
2.86     3.01             1.420        0.008    0.022   
3.01     3.16             1.328        0.008    0.019    
3.16     3.32             1.221        0.008    0.017    
3.32     3.49             1.115        0.007    0.015    
3.49     3.67             1.035        0.007    0.015    
3.67     3.86             0.955        0.006    0.014    
3.86     4.06             0.879        0.006    0.012    
4.06     4.95             0.705        0.003    0.009    
4.95     6.05             0.478        0.002    0.007    
6.05     7.39             0.319        0.001    0.005    
7.39     9.02             0.2052       0.0012   0.0032   
9.02    11.02             0.1246       0.0008   0.0024   
11.02    13.46             0.0717       0.0006   0.0016   
13.46    16.44             0.0386       0.0005   0.0012   
16.44    20.08             0.0206       0.0004   0.0013   
20.08    29.95             0.0058       0.0001   0.0004   
29.95    45.60             0.0006       0.0001   0.0002  

